work_order_id,ac_model,aircraft_description,mel_detail_id,mel_code,mel_chapter_code,ata_chapter_code,issue_date,closing_date,estimated_groundtime_minutes,release_total_aircraft_hours,aircraft_position_issue,component_part_number,opco_code,workstep_text,action_text,parts_text
11606353,A333,EI-DUZ AIRBUS A330-302,,,,78-31,3/5/2025,,360,,NO1 RH,683L248G03,EI,"WORKSTEPS DESCRIPTIONS:
2025-03-05: THRUST RV 33F-FLX DRST-783100-G2-1-DVI-INSPECTION of KIT, FAN REVERSER
 -PERFORM ON PN:683L248G03 SN:R554-006 (KIT, FAN REVERSER POS 1 R/H). INSPECTION (THRUST RV 33F-FLX DRST-783100-G2-1-DVI). OW/783100-G2-1-THR RV DRVE SHFT -DVI. INSTALLED AT: NO1 RH(NO1 RH). . DETAILED INSPECTION AND LUBRICATE FLEXIBLE DRIVE SHAFTS, PER AMTOSS: 122278-600-802.. . EIN MATERIAL NOTE: AER0SHELL GREASE 64 MUST BE USED.",,"PARTS:
- 2025-01-09 WHITESPIRIT5LT: WHITE SPIRITS || ata_chapter: 25-00
- 2025-01-09 121282-25: FLEXSHAFT || ata_chapter: 78-30
- 2025-01-09 AER0SHELL64: GREASE 3KG || ata_chapter: 00-00
- 2025-01-09 121282-26: FLEXSHAFT || ata_chapter: 78-30
- 2025-01-09 3278500-7: SHAFT || ata_chapter: 71-00"
11609183,A21N,EI-LRA AIRBUS A321-253NX,,,,May-00,1/19/2025,1/21/2025,0,1141871.0,,,EI,"WORKSTEPS DESCRIPTIONS:
2025-01-19: PERFORM CHECK: A320 RAMP CHECK (RAMP)
 -PERFORM CHECK: RAMP, A320 RAMP CHECK. INTERVAL: 72/HR IAW ALD431","ACTIONS:
- 2025-01-21 RAMP PERFORMED PER ALD431 (LATEST REVISION) & SIGNED IN ALD689.. ",
11660836,A20N,EI-NSG AIRBUS A320-251N,,,,22-71,4/25/2025,5/13/2025,90,27607.0,,,EI,"WORKSTEPS DESCRIPTIONS:
2025-04-25: NAV DATABASE UPLOADING AND CHECK OF PERFORMANCE INDEX FIGURES
 -MANDATORY: PERFORM R3XX-22-2001 (REPEAT EO) REV. A. . NAV DATABASE UPLOADING AND CHECK OF PERFORMANCE INDEX FIGURES. . REFERENCE: . . 1. OBSERVE ALL NECESSARY SAFETY PRECAUTIONS..  . 2. LOAD NEW NAV DATABASE TO FMGC1 AND FMGC2 IN ACCORDANCE WITH AMM 22-70-00-610-008 (UPLOADING OF THE FM DATA)..  . 3.PLEASE RECORD THE NAV DATABASE PART NUMBER AND EXPIRY DATE OF NEW NAV DATA DISK:  . NAV DATABASE PART NUMBER: ______________________. NAV DATABASE EXPIRY DATE:     ______________________. . 4.PLEASE ENSURE THE NAV DATABASE PN AND  EXPIRY DATE IS ALSO RECORDED IN THE ACTION TAKEN FIELD OF THE WORKORDER..  . 5. OBTAIN THE CURRENT PERFORMANCE FACTOR FOR THE APPLICABLE AIRCRAFT BY ACCESSING THE PERFORMANCE FACTOR TABLE ON TECHWEB. NOTE THE VALUE FOR THE APPLICABLE AIRCRAFT.. NOTE: PERFORMANCE FACTOR TABLE IS LOCATED IN THE PUBLICATION SECTION UNDER THE ?AER LINGUS? HEADING AS ?PERF FACTOR?.  . 6. ACCESS THE AIRCRAFT STATUS PAGE ON THE MCDU BY PRESSING THE `DATA` THEN `AIRCRAFT STATUS` BUTTONS AND CHECK THE `PERF FACTOR` DISPLAYED IS THE SAME AS THE FIGURE OBTAINED FROM ASTRAL..  . 7. IF THE FIGURE IS DIFFERENT, PERFORM THE FOLLOWING STEPS:. A. ENTER `ARM` INTO BRACKETS IN THE CHG CODE LINE (5L).. B. WRITE THE IDLE/PERF VALUE IN THE SCRATCHPAD.. C. ENTER THIS VALUE IN LINE (6L).. D. VERIFY THE NEW VALUE HAS BEEN ACCEPTED AND DISPLAYED..  . 8. RETURN MCDU TO NORMAL..  . NOTE: AS THIS TASK IS DRIVEN BY THE EXPIRY DATE OF THE NAV DATA DISK AND NOT THE CALENDAR LAST DONE OF THE TASK IN AMOS, THE 28 DAY INTERVAL ON THIS TASK MAY BE EXCEEDED IN AMOS.","ACTIONS:
- 2025-05-13 PERFORMED R3XX-22-2001 (REPEAT EO) REV. A . . NAV DATABASE PART NUMBER: EIN4D8250501150. NAV DATABASE EXPIRY DATE: 15MAY2025-11JUN2025",
11602015,A20N,EI-NSB AIRBUS A320-251N,,,,May-00,1/10/2025,1/10/2025,0,290314.0,,,EI,"WORKSTEPS DESCRIPTIONS:
2025-01-10: PERFORM CHECK: A320 RAMP CHECK (RAMP)
 -PERFORM CHECK: RAMP, A320 RAMP CHECK. INTERVAL: 24/HR IAW ALD431","ACTIONS:
- 2025-01-10 RAMP PERFORMED PER ALD431 (LATEST REVISION) & SIGNED IN ALD689.",
9952055,A320,EI-DEI AIRBUS A320-214,,,,70-00,2/14/2025,,600,,NO2ENG,642-3802-523,EI,"WORKSTEPS DESCRIPTIONS:
2025-02-14: AIRWORTHINESS DIRECTIVE
 -MANDATORY: PERFORM R320-70-2001 COMPONENT (REPEAT EO) REV. C. PARTNO : 642-3802-523 / SERIALNO : 7923001.          FAN REVERSER RH.          POS: NO2ENG. . NACELLE/THRUST REVERSER - 3/9 O CLOCK PIVOT FITTING INSPECTION. . REFERENCE: A320-70-1003/SB (RV.03) / EU-2016-0076/AD (RV.00) / RA32078-137/SB (RV.06). . OBSERVING ALL SAFETY PRECAUTIONS CARRY OUT THE NACELLE/THRUST REVERSER 3/9 O CLOCK PIVOT FITTING INSPECTION PER THE ATTACHED EOIS R320-70-2001 REV C.",,
11951205,A320,EI-DVH AIRBUS A320-214,,,,92-50,4/28/2025,,1350,,,,EI,"WORKSTEPS DESCRIPTIONS:
2025-04-28: MODIFICATION OF 107VU FOR ATA 21 CONNECTORS VIA SB A320-92-1146
 -PERFORM A320-92-1146 (SB) REV. 01. . ELECTRIC AND ELECTRONIC COMMON INSTALLATION - EQUIPMENT FOR BOXES AND. PANELS - MODIFY 107VU FOR ATA 21 CONNECTORS OVERHEAT (CEO). REFERENCE: . . BACKGROUND: . ON A320 FAMILY, SEVERAL OVERHEATED CONNECTORS FIN 1276VC, FIN 1276VCA, FIN 1278VC, AND FIN 1278VCA HAVE BEEN REPORTED. UNDERSIZING OF THE CONTACTS INSIDE CONNECTORS AND RECEPTACLES HAS BEEN EVALUATED AS THE ROOT CAUSE.. THIS SB PROVIDES INSTRUCTIONS TO SPLIT THE CONNECTORS AND INCREASE THE CONTACT SIZING.. . ACTION:. 1. PLEASE CARRY OUT AIRBUS SB A320-92-1146 REV 01, FOLLOWING INSTRUCTIONS IN EOIS A320-92-1146 REV B.. . MATERIAL NOTE: DRILLING TOOL P/N 98D92003001000 IS DESIGNED TO BE REUSABLE MULTIPLE TIMES. PLEASE USE IT WITH CARE AND RETURN IT BACK TO STORES ONCE MOD IS COMPLETED.. . 2. PLEASE REMEMBER RAISE A TAQ TO AVIONICS@AERLINGUS.COM TO NOTIFY THE SB ACCOMPLISHMENT SO IT CAN BE REPORTED BACK TO AIRBUS.",,"PARTS:
- 2025-04-25 04EAC2: PRIMER POLYURETHANE PAIN || ata_chapter: 51-00
- 2025-04-25 04JME4: TOP COAT POLYURETHANE || ata_chapter: 51-00
- 2025-04-25 10ABC1: COATING, KIT || ata_chapter: 25-00"
11661809,A21N,EI-XLT AIRBUS A321-253NY,,,,46-00,2/26/2025,2/28/2025,840,42743.0,,,EI,"WORKSTEPS DESCRIPTIONS:
2025-02-26: EFB SYSTEM PROVISIONS INSTALLATION
 -PERFORM M320-46-2050 (EO) REV. B. . EFB SYSTEM PROVISIONS INSTALLATION. . REFERENCE: . . PERFORM EFB SYSTEM PROVISIONS INSTALLATION IN REFERENCE TO M320-46-2050 REV. B & NAVAERO DOC NO. 0125-SB-A321-002.. . IMPORTANT NOTE 1: . PLEASE ACCOMPLISH EO M320-46-2049 REV A (EFB WINDOW MOUNT INSTALLATION) IN CONJUCTION WITH THIS TASK AS TOP LEVEL KIT PN 18-A320-20-01-00 WILL BE REQUIRED TO ACCOMPLISH BOTH ENGINEERING ORDERS.. . IMPORTANT NOTE 2:. PLEASE FOLLOW THE SPECIFIED/USED CONNECTOR LOCATIONS ON THE PROVIDED WIRING DIAGRAMS TO ENSURE THAT PHYSICAL INSTALLATION ALIGNS WITH THE MANUAL SUPPLEMENT.. . IMPORTANT NOTE 3:. PLEASE ROUTE THE PDI CABLE BY THE SLIDING WINDOW USING THE ALTERNATIVE PROCEDURE SHOWN ON 1320-DW-A320-20 SHEET 2. . . IMPORTANT NOTE 4: . THERE WILL BE REMAINING UNUSED PED INSTALLTION PARTS IN KIT PN18-A320-20-01-00. PLEASE ENSURE THESE ARE KEPT SAFELY IN THE KIT BOX AND RETURNED TO STORES AS THEY WILL BE REQUIRED FOR FUTURE EFB ACTIVATION.","ACTIONS:
- 2025-02-28 MAINTENANCE DATA REVISION NUMBER :112 . PERFORMED M320-46-2050 (EO) REV. B  EFB SYSTEM PROVISIONS INSTALLATION AS PER M320-46-2050 & NAVAERO DOC NO. 0125-SB-A321-002/SB (RV.A).",
11075732,A320,EI-DEM AIRBUS A320-214,,,,26-20,1/25/2025,1/28/2025,60,3148355.0,AFT,892480,EI,"WORKSTEPS DESCRIPTIONS:
2025-01-25: 
 -REPLACE PN:892480 SN:28268 (PORTABLE FIRE EXT BOTTLE (WATER)). INSTALLED AT: AFT(AFT). INFO/TRIGGERED BY: 892480/28268 I(INSPECTION) RP/MPD 262441-0X-1 & 262400-XX-1 / 892480 WEIGH CHECK & PROP. CARTRIDGE","ACTIONS:
- 2025-01-28 PN:892480 SN:28268 REPLACED IAW AMM 26-24-41 REV 111",
11774983,A21N,EI-XLR AIRBUS A321-253NY,,,,May-00,3/23/2025,3/24/2025,0,71026.0,,,EI,"WORKSTEPS DESCRIPTIONS:
2025-03-23: PERFORM CHECK: A320 RAMP CHECK (RAMP)
 -PERFORM CHECK: RAMP, A320 RAMP CHECK. INTERVAL: 72/HR IAW ALD431","ACTIONS:
- 2025-03-24 PERFORM CHECK: A320 RAMP CHECK (RAMP)RAMP PERFORMED PER ALD431 (LATEST REVISION) & SIGNED IN ALD689.",
11643994,A333,EI-EIL AIRBUS A330-302,,,,75-00,5/22/2025,5/30/2025,120,4311253.0,NO2ENG,CF6-80E1A4B,EI,"WORKSTEPS DESCRIPTIONS:
2025-05-22: 
 -PERFORM R330-75-0205 COMPONENT (REPEAT EO) REV. D. PARTNO : CF6-80E1A4B / SERIALNO : 811450.          POWER PLANT, CF6 A4/B POWER.          POS: NO2ENG. . LPTACC MANIFOLDS - INSPECT SPRING WASHERS FOR CONDITION. . REFERENCE: . INSPECT THE ENGINE LPTACC MANIFOLDS AS PER THE ATTACHED INSTRUCTION. SHEET R330-75-0205 ISSUE B.","ACTIONS:
- 2025-05-30 MAINTENANCE DATA REVISION NUMBER :112. INSPECED THE ENGINE LPTACC MANIFOLDS AS PER THE ATTACHED INSTRUCTION SHEET R330-75-0205 ISSUE B.",
11976251,A333,EI-FNH AIRBUS A330-302,,,,0,4/29/2025,4/30/2025,60,1937990.0,,,EI,"WORKSTEPS DESCRIPTIONS:
2025-04-29: 
 -PERFORM S330-00-2003 (EO) REV. A. . TECH LOG PART A / PART B CONTENTS REALLOCATION. . REFERENCE: . CARRY OUT THE REALLOCATION OF TECH LOG PART A / PART B CONTENTS AS PER THE ATTACHED EOIS S330-00-2003 REV A","ACTIONS:
- 2025-04-30 MAINTENANCE DATA REVISION NUMBER : 112      . . TECH LOG PART A / PART B CONTENTS REALLOCATION CARRIED. OUT AS PER INSTRUCTIONS IN EOIS  S330-00-2003 REV A",
11623330,A20N,EI-NSA AIRBUS A320-251N,,,,20-May,3/6/2025,3/16/2025,0,328605.0,,,EI,"WORKSTEPS DESCRIPTIONS:
2025-03-06: PERFORM 10 DAY
 -PERFORM CHECK: 10 DAY, CHECK. INTERVAL: 10/D","ACTIONS:
- 2025-03-16 PERFORM 10 DAY10 DAY PERFORMED IAW TASKCARDS. APU SERVICE DATA. APU S/N:P9836. HOURS:4768. CYCLES:10415",
11591875,A320,EI-GAL AIRBUS A320-214,,,,46-26,4/30/2025,5/10/2025,30,2834556.0,,,EI,"WORKSTEPS DESCRIPTIONS:
2025-04-30: UPDATING OF EFB NAVIGATION CHARTS
 -PERFORM R3XX-46-2002 (REPEAT EO) REV. A. . UPDATING OF EFB LIDO NAVIGATION CHARTS. . REFERENCE: . BACKGROUND: THE EFB IS AN IMPORTANT TOOL IN THE DAILY OPERATION OF THE FLEET, WITH THE SYSTEM BEING USED ON EVERY SECTOR TO CALCULATE TAKE-OFF AND LANDING PERFORMANCE DATA AND TO PROVIDE CREWS WITH THE NAVIGATION CHARTS REQUIRED FOR FLIGHT.  NAVIGATION CHARTS NEED TO BE UPDATED EVERY 28 DAYS AS WITH THE FMGC SYSTEM.. . ACTION:  . 1. PLEASE UPDATE THE NAVIGATION CHARTS ON THE CAPTAIN AND FIRST OFFICER EFB`S IN ACCORDANCE WITH SECTION 6.9 OF THE EFB LINE MAINTENANCE MANUAL LOCATED ON THE TECHWEB.  . . 2. CLEARLY RECORD THE VERSION  OF THE EFB DATABASE CYCLE THAT HAS BEEN LOADED IN THE CLOSING SECTION OF THIS WORKORDER.. . . . ..................................................END","ACTIONS:
- 2025-05-10 R3XX-46-2002 (REPEAT EO) REV. A PERFORMED . . EFB NAVIGATION CHARTS UPDATED IN ACCORDANCE WITH EFB LINE MAINTENANCE MANUAL REV.3  INSTALLED CYCLE 2519 [08MAY-11JUN]",
12223561,A333,EI-FNG AIRBUS A330-302,,,,May-00,6/10/2025,6/11/2025,0,1983363.0,,,EI,"WORKSTEPS DESCRIPTIONS:
2025-06-10: PERFORM CHECK: A330 - DAILY CHECK (DAILY CHECK)
 -PERFORM CHECK: DAILY CHECK, A330 - DAILY CHECK. INTERVAL: 1/D IAW DAILY CHECK DOCUMENT WORKSHEET","ACTIONS:
- 2025-06-11 PERFORM CHECK: A330 - DAILY CHECK (DAILY CHECK)DAILY CHECK PERFORMED TO THE LATEST REVISION OF ALD 426",
11104332,A320,EI-DEI AIRBUS A320-214,,,,72-23,2/14/2025,,180,,NO2ENG,CFM56-5B4P,EI,"WORKSTEPS DESCRIPTIONS:
2025-02-14: 
 -PERFORM R320-72-2063 COMPONENT (REPEAT EO) REV. A. PARTNO : CFM56-5B4P / SERIALNO : 697256.          ENGINE CFM56.          POS: NO2ENG. . POWERPLANT - FAN CASE B1 FLANGE BRACKET - REPLACEMENT AND RE-TORQUE OF. FAN CASE BOLTS AT THREE LOCATIONS. REFERENCE: RA32071-152/SB (RV.02). . PERFORM THE ACCOMPLISHMENT INSTRUCTIONS OF RA32071-152 R2 ATTACHED.",,"PARTS:
- 2024-11-04 642-9833-501: BRACKET || ata_chapter: 71-51
- 2024-11-04 NAS1805-4P: NUT, THRUST REVERSER || ata_chapter: 71-00
- 2024-11-04 238-0655-503: BRACKET || ata_chapter: 00-00
- 2024-11-04 NAS1149E0432R: WASHER || ata_chapter: 71-00
- 2024-11-04 NAS1149E0432R: WASHER || ata_chapter: 71-00
- 2024-11-04 642-9827-501: BRACKET || ata_chapter: 71-51
- 2024-11-04 AS3237-08: BOLT || ata_chapter: 25-00
- 2024-11-04 AS3237-16: BOLT || ata_chapter: 25-00
- 2024-11-04 642-3031-501: BRACKET || ata_chapter: 00-00"
11597860,A21N,EI-LRE AIRBUS A321-253NX,,,,20-May,2/4/2025,2/13/2025,0,901357.0,,,EI,"WORKSTEPS DESCRIPTIONS:
2025-02-04: PERFORM 10 DAY
 -PERFORM CHECK: 10 DAY, CHECK. INTERVAL: 10/D","ACTIONS:
- 2025-02-13 PERFORM 10 DAYPERFORMED 10 DAY  CHECK AS PER GIVEN INSTRUCTIONS. ( AMM REV 111)",
50012947,A320,EI-DVE AIRBUS A320-214,6982.0,C,33-40-06A,33-46,4/26/2025,4/27/2025,0,2852944.0,,,EI,"WORKSTEPS DESCRIPTIONS:
2025-04-26: 
 -T/O LIGHT NOT WOKRING","ACTIONS:
- 2025-04-26 T/O LIGHT TRANSFERED TO DDR IAW MEL 33-40-06A
- 2025-04-27 MAINTENANCE DATA REVISION NUMBER :112. . T/O LIGHT RELAMPED & TESTED OK IAW AMM: 33-46-11-960-001-A REV112",
